Address,Finding count,First blocks,Last activity UTC,Latest event,Lifetime spent BTC,Spent after exposure BTC,Alternate activity address
15EmxXfWmD4UemererBjUVYjK4brjfGWPg,1,954422,2026-06-19T18:07:48Z,"spend −6,767 sats",0.00023901,0.00006767,
1A8TY7dxURcsRtPBs7fP6bDVzAgpgP4962,3,121481;122679,2026-04-25T04:23:36Z,"spend −1,000 sats",0.92003521,0.77003521,
1ETXiy1ZsdDPJraySncRWrAMPTqeuctzTo,1,942305,2026-03-26T11:31:25Z,spend −651 sats,0.00000000,0.00000000,bc1qjw0p3n7gny6pxaqn945n399k64j3a7setn6frj
1LXTbiSAKPwjDfADybhZWmTZY58DE3ukiE,1,939231,2026-03-04T06:48:04Z,"spend −67,776 sats",0.00000000,0.00000000,bc1q6ck3yuuq87clc9npl9l60uzsxmqztfqhvu6cwq
1CKHDLg52QxkzLEo9fn3Ghwhf7v24M2qYZ,2,938165;938251,2026-02-26T13:43:42Z,spend −623 sats,0.00003370,0.00001995,
1MUJAcc97vqZFz3QY8WJSvjwv3fu5bSX2K,1,938261,2026-02-25T15:12:46Z,"spend −1,000 sats",0.00072663,0.00031310,
1PiiuR5omBXSF9k8KKgMU1vbuZceLJZkJ5,1,938185,2026-02-25T05:08:56Z,spend −676 sats,0.00002032,0.00000676,
14BKXaYUeGuPpXc6gn7n3y5R6csZKbGuxY,1,934037,2026-01-28T01:10:03Z,"spend −9,700 sats",0.00019700,0.00000000,
12ekVy8duhBMLGd1JhxcgxrTN1fchmVcTo,1,175723,2026-01-23T20:24:26Z,"spend −20,517 sats",0.07523061,0.00023061,
1BMzWp77j7x3GKDYNbCP3df7YG3UEw1vVE,1,220772,2025-12-10T03:02:07Z,"spend −9,749 sats",6622.24696455,1930.26063167,
1PG8nYg3rfgRMthiJNstwxcyeV6bsfxbFP,1,895789,2025-09-09T22:55:59Z,"spend −2,000 sats",0.00015548,0.00015548,
1HyrRkc6GYWQGJ9rUCXQejBdCnU86Ym5xp,1,906733,2025-07-23T15:46:01Z,"spend −18,851 sats",0.00000000,0.00000000,bc1qhfpfp4khyx8g026elhn2hsax77m4ykvl57d7pr
1AprKFjgs5dHqaYyqstHbU8eo5bv9WwDZh,2,753011;753274,2025-06-24T02:54:08Z,"spend −10,000 sats",0.00000000,0.00000000,bc1qd0zaj83ac7lw9l4g6w740rpct5zawjmf9ng8lq
1EqGju23MMwRncpSgxqq9gNY7xHCdupoLt,1,894309,2025-04-28T13:57:04Z,"spend −5,200 sats",0.00018600,0.00005200,
1Ch7v7Tduajy2HcF6MwGtSeZ6RqcemVfap,1,894309,2025-04-28T13:21:29Z,"spend −5,200 sats",0.00018600,0.00011400,
1Bz4ELHE7vUvHnEHq6ne2Roni7JMwWX8rD,1,882387,2025-02-05T09:59:58Z,"spend −338,855 sats",0.00937392,0.00000000,
12S88cuMiUA7JdGsHTbKsXezUFzE2nNjFt,1,364773,2024-12-04T07:02:47Z,"spend −18,914 sats",0.28162914,0.08046914,
1vdbVPC6Ts9d5WhRDriPdndvvCwmCbKCj,1,296190,2024-04-14T19:42:57Z,"spend −10,007 sats",0.06659935,0.02547355,
1ECDSAetH4qrhyq8VCrhL2fngDBGVgEUm5,1,827056,2024-01-25T14:37:46Z,"spend −20,145 sats",0.00056197,0.00020145,
1LKumxgbfSycQVaAwagpyZRSy71wXC2zhF,1,296249,2024-01-22T15:35:04Z,"spend −24,628 sats",2.05070383,1.86601189,
1BFhrfTTZP3Nw4BNy4eX4KFLsn9ZeijcMm,6,168047;194229;211302;211310,2023-08-20T18:04:39Z,spend −650 sats,0.16388140,0.16088140,
1JNC3iaxA95NbWrSro5me2BM27wohuucKD,1,175546,2023-08-19T17:32:19Z,"spend −3,830 sats",0.06003830,0.00003830,
184NQjUzuA7iS8s2pbdBfXbAHJAE2Hf2QK,1,784403,2023-04-07T22:16:54Z,"spend −34,938 sats",0.00042898,0.00000000,
12RrvkBRd28dQEL1Xtw5qUYARncvvxZr72,1,752976,2023-03-29T10:50:36Z,"spend −1,402 sats",0.00000000,0.00000000,bc1qp74uj9as4dw8pcd4gtvrzujuml9d8gsn7dgsrg
1F6rj6kQTTqmWb4m8w25GyhjbcHp1EAZQx,1,749958,2023-03-29T10:50:36Z,spend −561 sats,0.00000000,0.00000000,bc1qn2k4nrjcetrtt784vdaj5gy5963d87qsph0624
1HsrU5sHNWBn8oqPUARrcTWzZN9M5v1k1J,1,750289,2023-03-29T10:50:36Z,"spend −3,356 sats",0.00000000,0.00000000,bc1qhysp4qa3xlrv9q50ee3mr95rgmudtkmlcqyu5h
1K61ZjpU7HJYdYhvDMF7Gmc9r9PDFwufC5,2,750124;750255,2023-03-29T10:50:36Z,spend −817 sats,0.00000000,0.00000000,bc1qcejdp2jxh2gdztnew2dzmfl84hamd2r4uktz6l
13S8sxXF8gik8tSQGN4C2w5dp81oWriykm,1,751967,2023-02-24T07:24:53Z,"spend −32,647 sats",0.00000000,0.00000000,bc1qr2cn5v2y7e49y9zr6sk9y2gsyjpeg5n55wfgun
16ME8Y2VicV3RjU2KGQtmao2NfxfzsEp3T,2,751785;752355,2023-02-16T06:40:04Z,"spend −5,000 sats",0.00000000,0.00000000,bc1q82473yrvqfw9kxn9vhfrnt0u0zjj4a7u50dl26
1PVHbRqh1eYsGCVZ7t18UCQ6oPzXFR3HQz,1,297092,2022-11-25T12:15:00Z,"spend −2,000 sats",1.15111341,0.84954141,
1K3iZPSqMCxtMd5o5hw4gfpFq3i9zqL61o,1,296168,2022-11-25T00:25:27Z,"spend −1,500 sats",1.03394115,1.01283255,
1JX7Z9Si6tUQgFa4PLNTtJ8bC9WrfMDvLb,1,296356,2022-11-22T14:12:23Z,"spend −3,000 sats",0.10047778,0.04223678,
19Ey6feEfARgzcNRmUxBZNQFYSmwgsU9Wc,1,296229,2022-11-22T07:18:32Z,"spend −8,000 sats",0.40835902,0.21939850,
1DxzwX4qC9PsWDSAzuWbJRzEwdGx3n9CJB,1,296716,2022-11-21T21:59:46Z,spend −629 sats,0.12662471,0.10369891,
1DkCk3S98BCwPP8wdmxqQKcQoH4WJthvMR,1,296708,2022-11-17T09:40:22Z,"spend −5,000 sats",0.01858615,0.01177215,
17iJ6f3nz22EmJqdmzaNpy57BirP5gDNha,1,751954,2022-08-31T04:08:00Z,"spend −2,279 sats",0.00000000,0.00000000,bc1qfxspfkplamd82kpw2lc2rt9frudhra9pflmtqn
1JSD2rJC6nsvccXqmPN4NJTbsk3gXeXEqT,1,734163,2022-04-29T23:44:14Z,"spend −8,000 sats",0.00000000,0.00000000,bc1qhulffsjgzexlpkcgdd82h2qvd7lm4fpaztl6ry
1NLbWbTczixoA3sCgQg5NLpsExqRPJiA3H,1,296865,2022-03-07T07:28:26Z,"spend −1,500 sats",4.37406238,3.40241618,
1L2Bcohuf1qyHykTdP8rD74K6HQSsTaTE,1,297065,2022-03-06T04:40:14Z,"spend −2,000 sats",0.13068508,0.09669750,
14qF25Rg3hJaYFHwE6ST2rr1cnBS3DPYNe,1,297156,2022-03-05T17:48:20Z,spend −546 sats,0.04462126,0.02139920,
1HSUdtBoNbexP3ordhnSZ2jfHCGVvAbGt,1,296864,2022-03-03T23:10:12Z,spend −546 sats,0.19772183,0.09750123,
1CksAcSBH3KLxXsXTd7esnDNZXqqWBMNoz,1,572164,2022-01-12T03:28:25Z,"spend −1,500 sats",0.00084388,0.00084388,
16J2kqNG3ciRu8KwSLxk5DrPGynPnjqKWW,3,714538,2022-01-06T04:52:26Z,"spend −3,908,530 sats",95.59188659,0.00000000,
1Es37FWCT3xDCrQM2NEJLajRPYNbk7jUaH,1,297170,2021-07-09T22:51:43Z,spend −554 sats,0.09141948,0.03727108,
1KonZ9DA1eW4rW6eKzjhw2yTjjvXEDTKia,1,296149,2021-05-14T04:15:13Z,"spend −37,300 sats",0.00137300,0.00137300,
1HQ9JGeF1X3HWWJYF3cyYFBuQWpmb1hJkN,1,674540,2021-04-04T04:50:59Z,"spend −15,000 sats",0.00060500,0.00038000,
17vnmAiZaZNSQz55XabA9dykxxmpGFsGw3,1,675216,2021-03-21T11:17:54Z,"spend −10,000 sats",0.00050000,0.00010000,
1LQXkJGKtGyqxesmg83YZVh6r6a4h1CDRs,1,648462,2021-01-20T23:15:40Z,"spend −1,714,878 sats",0.14116767,0.00000000,
1Myrv75m9WW5J9oowohu5Lt17DHSM1miLL,1,666583,2021-01-20T01:05:48Z,"spend −19,200 sats",0.00166856,0.00043400,
1Mn3WRjC6T3g7XJhbzan4drpxbhQbYLJgt,1,659132,2020-11-29T10:04:16Z,"spend −4,100,628 sats",0.70513798,0.00000000,
1CCCCCMAuhXM5fqqnYcDQwRa29kq8gS97,1,648324,2020-09-24T09:34:46Z,"spend −30,000 sats",0.00300362,0.00030000,
16io8zfbhStqe9WVdHN3JLzc29D73okaoy,1,244992,2020-09-14T22:31:11Z,"spend −35,000 sats",446.78306584,9.94581387,
1PNa9dZ3P3fVhx1uMCqJ4sEYmyhxnQNy3M,1,296580,2020-09-13T04:17:05Z,"spend −1,000 sats",77.72444879,50.49824213,
12cZpPjBkC3m3zbPrS242nbh3FWfyzGecF,1,645159,2020-08-26T07:31:10Z,"spend −40,000 sats",0.00386200,0.00180000,
1K8WoT7s2D9dmkSJqKECzu2jBDnHbzUiL5,1,640615,2020-07-25T01:52:47Z,"spend −40,000 sats",0.00120000,0.00040000,
199HkrTBd5UEeZ4qV9qWCCfDMXZo4Tg1gy,1,630272,2020-05-13T19:45:15Z,"spend −668,474 sats",0.02052969,0.00000000,
13ZfTbQS3SKme2McxSWxceAzdKWUjS7Mdd,1,618226,2020-03-29T14:36:20Z,spend −550 sats,0.66358380,0.14323600,
16JX75L1EjeXPtxjTPxpBSxSJkiG1i5g2i,1,623462,2020-03-29T13:41:01Z,"spend −31,002,420 sats",0.82002420,0.00000000,
1CUSKYar1yGBAg3MHWhC3sYhTfBQqc2sTN,1,619109,2020-02-27T03:02:28Z,"spend −1,000 sats",0.00277490,0.00177490,
19jY65TFM1Rfhew7iWhLh5Eo3XQRHzyw7Q,1,618220,2020-02-20T20:24:00Z,"spend −42,327 sats",0.00000000,0.00000000,3QJ15TGukNknKB63XRaGchXhmNr5wr8am6
1K3J1aPdcFmYboYTgrRPmx4EFhdMaquFXX,1,575187,2019-05-08T22:57:53Z,"spend −7,500 sats",0.00862500,0.00000000,
1D1jAubLTtS7PAosNkhnFa8UUY7eLCkPme,1,572334,2019-04-19T17:30:03Z,"spend −60,000 sats",0.00060000,0.00000000,
1BaBxhvMqSSgJxyxS9ScMerjgJrTg55jyC,1,527646,2019-03-01T22:56:13Z,spend −546 sats,0.00096260,0.00001092,
1BTrViTDXhWrdw5ErBWSyP5LdzYmeuDTr2,8,401685;401687;401704;401719;403266,2018-11-18T20:39:10Z,"spend −21,364 sats",177.16464333,160.27048707,
1roBmF5DvC1wNRwAYWC4UtBmDnnDqyxjE,1,539696,2018-09-03T08:51:19Z,"spend −99,776 sats",0.00341607,0.00000000,
1M8qDbYTeo1AxRinLJP6vxFkU92tGSHoxy,1,514846,2018-03-23T20:11:21Z,"spend −98,080 sats",0.00398080,0.00098080,
1Gdbpa3jjDNFEp4w2rkMDcHWAinxXSCFdS,1,457622,2017-07-18T05:41:26Z,"spend −2,408 sats",0.00544995,0.00002829,
1Lx9t9GBBahyAkBJmGi8h7vqgmtcufexwP,2,320379;320380,2017-07-18T05:41:26Z,"spend −2,371 sats",0.00129589,0.00022792,
1LKu5b7jUoM7MJzeuTCmvDWsJrBgBhcvhb,1,178756,2017-07-18T03:55:27Z,"spend −2,167 sats",0.03752588,0.00002588,
1EUDdSvFGmZCa5zUXSXFSQD7r2qBZaSWJU,1,179237,2017-07-17T06:11:51Z,"spend −2,192 sats",0.04502613,0.00002613,
13fZF8aZcSjpxhukHkyVtHsLnPnVszQaLm,1,185024,2017-07-15T23:37:50Z,"spend −2,208 sats",0.03002629,0.00002629,
16SchApeKZEc86CVJCc1vLQ17TEJCRJNef,1,178988,2017-07-15T23:37:50Z,"spend −2,183 sats",0.05252604,0.00002604,
18pqzCLA17hdnzxFnf5Cad2feA1RHKtW2P,1,178804,2017-07-15T23:37:50Z,"spend −2,171 sats",0.06002592,0.00002592,
18yDksipyvWEX14KTd4DHvj6ZDcXvNqtpB,1,182970,2017-07-15T23:37:50Z,"spend −2,202 sats",0.03002623,0.00002623,
19yCy4mFWJVsdJbgtG79VwHGxQpcx4uhcr,1,175929,2017-07-15T23:37:50Z,"spend −2,157 sats",0.07502578,0.00002578,
1BDMV3Yb6Pp2ycB94UsruXgPWAWBJhBuKL,1,296386,2017-07-15T23:37:50Z,"spend −2,281 sats",0.01948180,0.00406240,
1CRcBxVoXCqL7cEiq7b7rTYQyMhUrCu5Mf,1,175921,2017-07-15T23:37:50Z,"spend −2,151 sats",0.07502572,0.00002572,
1CqEdApNprZzgqUsuyLocXKH5yMdFTnTJQ,1,179273,2017-07-15T23:37:50Z,"spend −2,189 sats",0.04502610,0.00002610,
1CxZGXpNLDmr7eDmgMiGc1n1gAyE6LKBig,1,179342,2017-07-15T23:37:50Z,"spend −2,196 sats",0.04502617,0.00002617,
1DqXkT8KR25q56sAerfSg875KaJ6o3f3mi,1,297164,2017-07-15T23:37:50Z,"spend −2,351 sats",0.02961052,0.00002772,
1HWYEGYNgVc7bc28RCAa8mCJPv9eEnHieR,1,179231,2017-07-15T23:37:50Z,"spend −2,190 sats",0.04502611,0.00002611,
1KSFgqcm6mc4Aaq6EsR6Awfr65S6RmVeHh,2,246370,2017-07-15T23:37:50Z,"spend −2,220 sats",3.80550200,0.02517522,
1YWwSaXTESKgDpitb6Rp8bteXzUR6hjDg,1,182953,2017-07-15T23:37:50Z,"spend −2,200 sats",0.03002621,0.00002621,
12kUokepMws2Ktq5ynGYmNtn47J8uuf9bP,1,320397,2017-07-15T23:03:39Z,"spend −2,376 sats",0.00068897,0.00002797,
13GSuGxtMZyE6SDA8XJyuWsHYpXZyNQTAn,1,297148,2017-07-15T23:03:39Z,"spend −2,343 sats",0.00124484,0.00062764,
13LRBbvgCSXsUs4JNmYhzHRo3re8vYVDid,1,178410,2017-07-15T23:03:39Z,"spend −2,161 sats",0.07502582,0.00002582,
13x6i5itrvR8Rf75xP8PZaPtNTNxZLReLe,1,178899,2017-07-15T23:03:39Z,"spend −2,178 sats",0.03002599,0.00002599,
15GieELLKTruUdzmTDVYP1TsjnzNRDg8Qa,1,178815,2017-07-15T23:03:39Z,"spend −2,174 sats",0.06002595,0.00002595,
17AHXAodFQ33A4DqFENVHCG59qiaRNbhcq,1,252867,2017-07-15T23:03:39Z,"spend −2,225 sats",6.15736509,1.89896928,
185YGf4EoVfgqFBSAAUf1wDte9KVwmdHMy,1,297164,2017-07-15T23:03:39Z,"spend −2,350 sats",1.04945997,0.00002771,
19UyTaFsvbXdqfmigR1iaCCfFBP9Uw3vDo,1,297500,2017-07-15T23:03:39Z,"spend −2,365 sats",0.00182786,0.00002786,
19cRkXQfonjdJT9K8TMuDxV1PKLSdHZtPh,1,175908,2017-07-15T23:03:39Z,"spend −2,144 sats",0.07502565,0.00002565,
19usDGaGtwHfMoJKAJEJd3KcfZFWj5zocV,1,296470,2017-07-15T23:03:39Z,"spend −2,292 sats",1.44654111,0.30335365,
1AFZ8j6Mm6EphAFJbHyzCxKpKm9si8Vt3v,1,296260,2017-07-15T23:03:39Z,"spend −2,269 sats",0.07596670,0.00032690,
1ALsXt19tBxMr29WfM2Zd7EU8HwzooLGHx,1,178889,2017-07-15T23:03:39Z,"spend −2,177 sats",0.06902598,0.00002598,
1BRwmguCycCWSbueTcpn1vSJddMJXEhyjH,1,175686,2017-07-15T23:03:39Z,"spend −2,117 sats",0.07502538,0.00002538,
1EPXZfTX6TD3L7TQdRu2nqMT8mrAAPSTST,1,240194,2017-07-15T23:03:39Z,"spend −2,216 sats",69.95964018,8.63988462,
1Ey8HsMv6aLcqm4pmadgGb5C1BVz3Jw42Y,1,299904,2017-07-15T23:03:39Z,"spend −2,366 sats",0.00212787,0.00012787,
1F48AGnDGLBbDr5Uk7DfUhrhe8U14eHKaH,1,179237,2017-07-15T23:03:39Z,"spend −2,191 sats",0.04502612,0.00002612,
1FwbYs6UL2fzB9crvhWNCZyr9oqNjEXzcu,1,175873,2017-07-15T23:03:39Z,"spend −2,140 sats",0.07502561,0.00002561,
1GxtySMyg9CuHHGQFQdhwN2ViUXhqE7JVH,1,322367,2017-07-15T23:03:39Z,"spend −2,386 sats",0.00020985,0.00002807,
1HDGRnafT7ogCaMuHx9csBGvGeYc441tQ4,1,296899,2017-07-15T23:03:39Z,"spend −2,337 sats",0.17139763,0.14811703,
1HpwP88AmfhBM2osqc2B8Ds6wYZ4Yu1n4q,1,328878,2017-07-15T23:03:39Z,"spend −2,391 sats",2.42600591,2.19592922,
1HrSbERHhRnkYpiB45Ex9FodkYeX7KcHHu,1,321201,2017-07-15T23:03:39Z,"spend −2,381 sats",0.00192813,0.00002802,
1JFMHv7ijwXDQYQrehhSxn6u9bTfkGCmK,1,175926,2017-07-15T23:03:39Z,"spend −2,155 sats",0.07502576,0.00002576,
1JmY6KZxoMjMaFKLVSMAr7BdsAAWASMR7d,1,296400,2017-07-15T23:03:39Z,"spend −2,360 sats",0.01410201,0.00430201,
1Le1C3fbY7UFgChXofb2VTzpTVyZCHTGrv,1,320372,2017-07-15T23:03:39Z,"spend −2,369 sats",0.00062790,0.00012790,
1M7C26Mg1g5U7HPmdx659rpxGMG7DLsWJT,1,333329,2017-07-15T23:03:39Z,"spend −2,399 sats",1.52283332,0.00002820,
1MoScitmVi9GkGZZPv6U1xdvHurQAcU7ic,1,329344,2017-07-15T23:03:39Z,"spend −2,392 sats",0.90230465,0.00002813,
1NEb41nDgxWwVzhHSsk4obURJ13KauJRsF,1,175910,2017-07-15T23:03:39Z,"spend −2,145 sats",0.07502566,0.00002566,
12WhvZTWMv9XLfyM2g7XFSUgpwzuQUX5Mq,1,179325,2017-07-15T21:40:08Z,"spend −2,194 sats",0.04502615,0.00002615,
12c1XuVdjQwyftTbqnWMT94CYW6vKFknwm,1,179253,2017-07-15T21:40:08Z,"spend −2,188 sats",0.04502609,0.00002609,
14reTqqg8r4qriHozsYoydugzLjYtpVoMZ,1,175796,2017-07-15T21:40:08Z,"spend −2,138 sats",0.07502559,0.00002559,
16y2wAieZE9VknMK29J7EAhC8fmRtdLy8p,1,242770,2017-07-15T21:40:08Z,"spend −2,217 sats",14.53301010,7.03487992,
17HHdLh4oXncuTejALwC6fgArVqPUxh2Sr,1,250480,2017-07-15T21:40:08Z,"spend −2,223 sats",86.56671040,9.92356649,
18mmzMizs5CHtLJwchtPMuiYqVqWjw3rLe,1,175908,2017-07-15T21:40:08Z,"spend −2,143 sats",0.07502564,0.00002564,
1ARyCz7USTcW36VPiuzWJDGYoQVCwPDZN4,1,329784,2017-07-15T21:40:08Z,"spend −2,395 sats",0.01382816,0.01172816,
1AnFEpvs8a41T3ZpfPtXBENvkL5oatQ64D,1,175764,2017-07-15T21:40:08Z,"spend −2,131 sats",0.07502552,0.00002552,
1BvQyALiTSgKwVYzDL3ANoqmdWaoyRZazS,1,181161,2017-07-15T21:40:08Z,"spend −2,198 sats",0.03002619,0.00002619,
1Df8hDiS6RSeu9WDUqUtBpBmBoepzo24pD,1,175653,2017-07-15T21:40:08Z,"spend −2,109 sats",0.07502530,0.00002530,
1L8DFt7yYA3iZsr6RA3d1mpf4J7TgBsYF,1,175679,2017-07-15T21:40:08Z,"spend −2,114 sats",0.07502535,0.00002535,
1LspNcTjkzFQRrsr4iGGxD5RSKehB5fHnA,1,182970,2017-07-15T21:40:08Z,"spend −2,201 sats",0.03002622,0.00002622,
1NkYPP3Eix9shAvU47xJtnL4Ggd2ScAbcD,1,296558,2017-07-15T21:40:08Z,"spend −2,302 sats",0.14492723,0.04931003,
1PUv3XNWWCDmEK6o9VerPK81qVfo4Wtvv2,1,178934,2017-07-15T21:40:08Z,"spend −2,179 sats",0.06002600,0.00002600,
1szVke6ThJtfdUTi6Y5AAMDMePM4Ha8vK,1,175766,2017-07-15T21:40:08Z,"spend −2,133 sats",0.07502554,0.00002554,
112KZ24UgNndZqdnu2cXwXStSjtY78ZRUh,1,296068,2017-07-15T20:54:48Z,spend −421 sats,0.02316911,0.00740031,
121Zna8Dy9W2qDvsJEH2ALeHQkteXaeGng,1,179052,2017-07-15T20:54:48Z,spend −421 sats,0.03534458,0.00009458,
12CkZeZvwDwiTvFm5H8bABpEqQHXJ6gWc1,1,178767,2017-07-15T20:54:48Z,spend −421 sats,0.06002589,0.00002589,
12E9ftjq2vUXJFVZmRvuTbE6BRDoFvdoNJ,1,324034,2017-07-15T20:54:48Z,spend −421 sats,0.23022242,0.00002810,
12JDjmk2fGMPRK9GaT98vBFDc3MDHoPV9r,2,248024,2017-07-15T20:54:48Z,spend −421 sats,29.86015017,3.68688642,
12RFNoJK2MSiWfXt3fFG7F4urUpLGnTBxh,1,175744,2017-07-15T20:54:48Z,spend −421 sats,0.07502547,0.00002547,
12RqykuRC9esWxtJL3T9WiwsPb8gdPpdDR,1,253290,2017-07-15T20:54:48Z,spend −421 sats,0.00332650,0.00102650,
12ZXAga2nRxBECsMDjFypWuL9UkKEaS4Z3,1,296364,2017-07-15T20:54:48Z,spend −421 sats,0.02061839,0.00040979,
12a7gpjZDQBDhVSknfQzL3ygcASNQcocnd,1,175925,2017-07-15T20:54:48Z,spend −421 sats,0.07502575,0.00002575,
12sisxXmNPmFTpekBKEqZCELYXESPYUHCB,1,296045,2017-07-15T20:54:48Z,spend −421 sats,0.40279805,0.20278085,
138VcLyoAb5sdjo3cDw7d14fUGLKRwQ9VK,1,175744,2017-07-15T20:54:48Z,spend −421 sats,0.07502546,0.00002546,
138oyZbc2hujAxdGyb7HaQtT66LuptFdz9,1,320643,2017-07-15T20:54:48Z,spend −421 sats,0.03502800,0.00002800,
139YrtXS2J1KiD8pf2R3RtKRPr8sLwLuiq,1,296680,2017-07-15T20:54:48Z,spend −421 sats,19.09331573,0.23791408,
13CWujDi4g6DWB9bWDXT3TfRU635NPJdPF,1,175910,2017-07-15T20:54:48Z,spend −421 sats,0.07502567,0.00002567,
13GXRxeyR9UTDQojZYv9NZ1j3VA6Butc9U,1,179235,2017-07-15T20:54:48Z,spend −421 sats,0.04502608,0.00002608,
13Ga3CBVjVP86nuGPY85yYA8nEjU1hHzk5,1,330477,2017-07-15T20:54:48Z,spend −421 sats,0.18895054,0.00002818,
13ds2bCrxe68w8WD4R7bWSjGq4uK7XbzWH,1,175772,2017-07-15T20:54:48Z,spend −421 sats,0.07502556,0.00002556,
13ikC8398HhciFWkqPCrRHWUBASGxhBY4m,1,296155,2017-07-15T20:54:48Z,spend −421 sats,1.57550175,0.41126571,
13oCG1VNMAGtNp9RcAmUieRf8NayAJ7xj7,1,175682,2017-07-15T20:54:48Z,spend −421 sats,0.07502536,0.00002536,
13tRCNGCGuVN4gYyf6CpfYckhM3qrJy9YX,1,297164,2017-07-15T20:54:48Z,spend −421 sats,1.01971054,0.00002774,
143CugrdSngLmDaLWoLrWJzb4AU1xLMqoY,1,175753,2017-07-15T20:54:48Z,spend −421 sats,0.07502550,0.00002550,
1474VSJVhwN6vUpdrkRy2G1YA3DZ89k8nF,5,320385;320411,2017-07-15T20:54:48Z,spend −421 sats,0.05202794,0.04302794,
1494Wwkf8QN4nC3gSYz3qjZVNuVZSHw2zi,1,175917,2017-07-15T20:54:48Z,spend −421 sats,0.07502569,0.00002569,
14Bgi1c11HBcj7krN5tRepMdL3SPghEaMM,1,296095,2017-07-15T20:54:48Z,spend −421 sats,0.90390003,0.12822187,
14FguDL7teNFCctazjUxCxCfZtssycq11h,1,175796,2017-07-15T20:54:48Z,spend −421 sats,0.07502558,0.00002558,
14ih1qxbcFmwLm8Hc7qTr3BhzdmWTWRmpC,1,178784,2017-07-15T20:54:48Z,spend −421 sats,0.06002590,0.00002590,
14kaXa47cUcMpvKnCa8zr38C9v7sVPxSta,1,296188,2017-07-15T20:54:48Z,spend −421 sats,0.03019778,0.00308918,
14uS988CkkfTs7Ckre8nkVedSQF9v4CqrM,1,296584,2017-07-15T20:54:48Z,spend −421 sats,6.40836347,1.74598147,
154nELZtftuW951oQY7erHnN4L196c98Wp,1,178810,2017-07-15T20:54:48Z,spend −421 sats,0.06002594,0.00002594,
1599DB5Tb1RWDPYMuU3YJT3jRwyyoPZa1B,1,296115,2017-07-15T20:54:48Z,spend −421 sats,0.27211684,0.13126444,
15E8CUjvHDVj8mBzhkNHErXtz4AeEHycpH,1,175719,2017-07-15T20:54:48Z,spend −421 sats,0.07502543,0.00002543,
15Ew6Sen8hVhTfLmXvAEEqGfX58iYWqEV5,1,297156,2017-07-15T20:54:48Z,spend −421 sats,0.04125573,0.02004393,
15mcUhVMi3KmoWvP6Y8NpVaXaPVGCWztgL,1,296405,2017-07-15T20:54:48Z,spend −421 sats,0.12411235,0.10472635,
15p65cNbtB3bQYf9GB78edRo5Ppux3uaU3,1,226969,2017-07-15T20:54:48Z,spend −421 sats,0.05102632,0.02102632,
1681LkMDLNw6CCjUrMojRKC8BaiwQ2LTFt,1,296115,2017-07-15T20:54:48Z,spend −421 sats,41.43104389,41.16704069,
16BRGk8CF3v6673krsyh7h2rBvzjK6zChr,1,320443,2017-07-15T20:54:48Z,spend −421 sats,0.00028899,0.00008899,
16He3EDsvTKYRSQGsZeoooTbYAjy9fiLoQ,1,175792,2017-07-15T20:54:48Z,spend −421 sats,0.07502557,0.00002557,
16LEKMzhabDoTghR2no3a59SJQC6MJp2aM,1,296919,2017-07-15T20:54:48Z,spend −421 sats,3.53235870,0.01979310,
16NMGWRavnYG5bhWzY8GAXWiTZLytpT4v7,1,296292,2017-07-15T20:54:48Z,spend −421 sats,0.01483552,0.00054412,
16TyA92oVydTHzbrMcqDdxjDzx6wJXXUGL,3,320714,2017-07-15T20:54:48Z,spend −421 sats,0.00402801,0.00002801,
16UkUnbqW8PXRrwgxRdb2UTivbgNnBYqwC,1,178426,2017-07-15T20:54:48Z,spend −421 sats,0.07502583,0.00002583,
16khUbFwUK6X7U5X919RJeWyfBHSLfJMda,1,296039,2017-07-15T20:54:48Z,spend −421 sats,0.09010193,0.00110933,
16vHYDZCLZiD97TucWr5Wht9zBA7JJmuF5,1,296250,2017-07-15T20:54:48Z,spend −421 sats,0.08158107,0.02447907,
17Lq1nrktyEFV3AVPAbsbDXWuWoUNMhws8,1,182973,2017-07-15T20:54:48Z,spend −421 sats,0.03002624,0.00002624,
17SP6Qc3fP3zUWFkfRrwY3TF3a6eQ3NsZr,1,297065,2017-07-15T20:54:48Z,spend −421 sats,0.52842652,0.00002759,
17Vjk88w6fy5YRVUGD6Aa9w545UA6K4tYZ,1,178581,2017-07-15T20:54:48Z,spend −421 sats,0.07502587,0.00002587,
17Vxv31VfpFY6tWBBB93tcSgP4SYeqzTTb,1,296555,2017-07-15T20:54:48Z,spend −421 sats,1.54839254,0.25793536,
17W7yfXJa1RtQ2zznD6ieoAY7e9SeZnogM,1,361453,2017-07-15T20:54:48Z,spend −421 sats,0.08000190,0.00502824,
17gDnz5TU8T16Pgzo93M7Dm1j5HS3UuS2Q,1,175618,2017-07-15T20:54:48Z,spend −421 sats,0.15002524,0.00002524,
17quWZhtGikUcTUpExchL6UdFga6Z8hME9,1,296162,2017-07-15T20:54:48Z,spend −421 sats,0.04053602,0.00387452,
17sDdDiW2dNRQvTu2NkwwCbfXNFxVCpbZW,1,178810,2017-07-15T20:54:48Z,spend −421 sats,0.07502593,0.00002593,
17xnTfrWYiLMhEQmW55VCa5cVhSZMVUak6,1,297148,2017-07-15T20:54:48Z,spend −421 sats,0.03872471,0.01773011,
